date,open,high,low,close,volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,is_trading_day
2018-02-13 05:00:00,8830.95,8834.45,8700.0,8779.98,718.751788,7351,330.10246,2895824.98467428,1
2018-02-13 05:30:00,8779.98,8894.98,8779.98,8890.02,832.910154,7623,445.607091,3939721.95774188,1
2018-02-13 06:00:00,8894.98,8989.0,8851.5,8939.89,1514.235511,12917,833.588201,7458880.96374768,1
2018-02-13 06:30:00,8939.88,8985.0,8825.0,8903.0,1229.27539,11051,585.657346,5221043.56139859,1
2018-02-13 07:00:00,8903.0,8950.0,8833.0,8865.32,848.192493,9931,425.554005,3788305.51306512,1
2018-02-13 07:30:00,8872.62,8924.0,8835.0,8916.0,737.272623,7480,396.710892,3526292.02092434,1
2018-02-13 08:00:00,8916.03,8923.0,8795.0,8830.65,688.302401,8120,260.136814,2309122.77198513,1
2018-02-13 08:30:00,8819.56,8844.03,8710.92,8727.16,1120.342823,11506,582.587247,5106437.81741995,1
2018-02-13 09:00:00,8727.14,8746.94,8650.0,8714.86,1329.883142,13384,578.67805,5031163.74751426,1
2018-02-13 09:30:00,8714.77,8736.09,8640.33,8720.0,776.721067,8947,323.883901,2813700.58479752,1
2018-02-13 10:00:00,8717.01,8770.0,8681.0,8687.26,728.971917,7571,369.870742,3229025.72873345,1
2018-02-13 10:30:00,8687.0,8782.0,8665.4,8760.59,584.684338,6606,333.042607,2905858.07721003,1
2018-02-13 11:00:00,8763.2,8786.3,8610.54,8629.9,816.870502,9333,308.335823,2680996.18111363,1
2018-02-13 11:30:00,8628.91,8665.99,8554.87,8604.98,981.144431,10268,442.666582,3808206.23934312,1
2018-02-13 12:00:00,8604.98,8648.18,8584.0,8608.69,706.105575,8413,289.522996,2495595.02810404,1
2018-02-13 12:30:00,8599.48,8650.0,8563.52,8629.95,560.176558,6431,262.597359,2260381.20427328,1
2018-02-13 13:00:00,8625.35,8650.51,8587.53,8639.19,456.816136,5217,207.861318,1791319.14911578,1
2018-02-13 13:30:00,8639.18,8736.0,8615.0,8716.1,638.815551,7958,325.530213,2825358.00097212,1
2018-02-13 14:00:00,8716.1,8759.0,8680.1,8731.11,668.205857,7240,345.467156,3016344.37818618,1
2018-02-13 14:30:00,8731.11,8742.01,8654.0,8669.39,599.755131,6971,228.626141,1991022.42520267,1
