date,open,high,low,close,label,source_idx
2018-06-18 17:00:00,6458.46,6458.46,6445.0,6449.99,0,48153
2018-06-18 17:05:00,6450.0,6450.0,6437.55,6446.02,0,48154
2018-06-18 17:10:00,6446.0,6446.0,6437.54,6439.98,0,48155
2018-06-18 17:15:00,6438.92,6442.5,6437.53,6437.54,0,48156
2018-06-18 17:20:00,6437.53,6441.32,6437.52,6437.54,0,48157
2018-06-18 17:25:00,6437.55,6442.54,6437.52,6441.0,0,48158
2018-06-18 17:30:00,6441.0,6441.9,6431.99,6432.68,0,48159
2018-06-18 17:35:00,6432.63,6436.89,6426.28,6427.0,0,48160
2018-06-18 17:40:00,6428.0,6440.0,6427.01,6433.0,0,48161
2018-06-18 17:45:00,6433.0,6436.96,6423.96,6430.76,0,48162
2018-06-18 17:50:00,6430.76,6430.82,6423.96,6428.95,0,48163
2018-06-18 17:55:00,6428.95,6430.0,6424.19,6430.0,0,48164
2018-06-18 18:00:00,6430.0,6430.82,6413.09,6415.29,0,48165
2018-06-18 18:05:00,6415.29,6425.0,6412.06,6419.0,0,48166
2018-06-18 18:10:00,6419.0,6424.57,6413.03,6416.0,0,48167
2018-06-18 18:15:00,6420.0,6424.53,6408.25,6412.63,0,48168
2018-06-18 18:20:00,6412.63,6416.69,6400.0,6404.49,1,48169
2018-06-18 18:25:00,6404.49,6410.6,6385.0,6407.99,2,48170
2018-06-18 18:30:00,6407.99,6425.0,6405.37,6420.52,2,48171
2018-06-18 18:35:00,6419.67,6420.52,6402.39,6408.01,2,48172
2018-06-18 18:40:00,6413.05,6430.0,6408.14,6420.98,2,48173
2018-06-18 18:45:00,6420.99,6427.01,6420.0,6421.84,2,48174
2018-06-18 18:50:00,6420.5,6426.9,6415.01,6422.99,2,48175
2018-06-18 18:55:00,6421.42,6430.89,6418.26,6418.26,2,48176
2018-06-18 19:00:00,6419.63,6425.72,6418.26,6425.5,2,48177
2018-06-18 19:05:00,6425.61,6428.39,6425.0,6425.73,2,48178
2018-06-18 19:10:00,6426.42,6437.92,6425.67,6434.73,2,48179
2018-06-18 19:15:00,6434.73,6443.88,6427.99,6437.08,2,48180
2018-06-18 19:20:00,6437.08,6444.0,6430.82,6442.0,3,48181
2018-06-18 19:25:00,6440.26,6442.0,6426.5,6426.52,0,48182
2018-06-18 19:30:00,6426.52,6430.97,6425.0,6425.0,0,48183
2018-06-18 19:35:00,6425.0,6428.0,6416.0,6421.99,0,48184
2018-06-18 19:40:00,6422.0,6431.0,6414.35,6426.99,0,48185
2018-06-18 19:45:00,6425.97,6431.0,6419.01,6424.63,0,48186
2018-06-18 19:50:00,6428.35,6428.35,6415.0,6424.09,0,48187
2018-06-18 19:55:00,6420.0,6424.96,6410.01,6418.94,0,48188
2018-06-18 20:00:00,6420.25,6424.21,6410.03,6418.99,0,48189
2018-06-18 20:05:00,6418.99,6419.55,6410.01,6418.89,0,48190
2018-06-18 20:10:00,6416.01,6419.0,6415.39,6417.27,0,48191
2018-06-18 20:15:00,6417.27,6420.0,6407.0,6411.0,0,48192
2018-06-18 20:20:00,6411.0,6414.98,6401.42,6407.0,1,48193
2018-06-18 20:25:00,6404.03,6422.59,6404.03,6419.02,2,48194
2018-06-18 20:30:00,6419.02,6424.21,6412.0,6422.97,2,48195
2018-06-18 20:35:00,6422.97,6430.0,6420.0,6425.15,2,48196
2018-06-18 20:40:00,6427.07,6430.0,6425.13,6425.18,2,48197
2018-06-18 20:45:00,6425.17,6429.99,6422.0,6422.04,2,48198
2018-06-18 20:50:00,6422.91,6431.0,6414.83,6430.0,2,48199
2018-06-18 20:55:00,6430.12,6440.0,6430.0,6436.91,2,48200
2018-06-18 21:00:00,6431.71,6436.34,6426.31,6427.87,2,48201
2018-06-18 21:05:00,6428.59,6440.0,6427.86,6434.1,2,48202
2018-06-18 21:10:00,6435.28,6437.29,6428.31,6430.46,2,48203
2018-06-18 21:15:00,6430.45,6440.0,6430.0,6438.09,2,48204
2018-06-18 21:20:00,6437.65,6438.08,6426.12,6433.0,2,48205
2018-06-18 21:25:00,6428.27,6433.0,6426.12,6432.11,2,48206
2018-06-18 21:30:00,6426.52,6440.0,6426.5,6439.03,3,48207
2018-06-18 21:35:00,6439.07,6440.84,6404.41,6419.42,1,48208
2018-06-18 21:40:00,6424.96,6480.83,6416.0,6449.62,2,48209
2018-06-18 21:45:00,6446.99,6458.6,6437.18,6442.01,2,48210
2018-06-18 21:50:00,6443.04,6458.74,6441.05,6451.79,2,48211
2018-06-18 21:55:00,6449.63,6458.51,6442.29,6455.04,2,48212
2018-06-18 22:00:00,6458.44,6469.0,6455.0,6462.82,2,48213
2018-06-18 22:05:00,6462.82,6464.3,6440.0,6447.57,2,48214
2018-06-18 22:10:00,6447.57,6448.01,6438.58,6446.76,2,48215
2018-06-18 22:15:00,6448.01,6452.91,6439.98,6451.99,2,48216
2018-06-18 22:20:00,6448.46,6454.99,6443.99,6445.61,2,48217
2018-06-18 22:25:00,6447.98,6458.15,6445.38,6453.95,2,48218
2018-06-18 22:30:00,6453.95,6459.74,6450.44,6456.79,2,48219
2018-06-18 22:35:00,6452.47,6456.79,6451.4,6453.12,2,48220
2018-06-18 22:40:00,6453.18,6456.0,6441.79,6453.16,2,48221
2018-06-18 22:45:00,6453.17,6456.0,6441.5,6449.84,2,48222
2018-06-18 22:50:00,6449.85,6453.72,6446.24,6453.14,2,48223
2018-06-18 22:55:00,6453.08,6473.99,6452.0,6460.57,2,48224
2018-06-18 23:00:00,6458.01,6466.88,6455.04,6459.71,2,48225
2018-06-18 23:05:00,6463.93,6467.81,6456.0,6460.06,2,48226
2018-06-18 23:10:00,6464.03,6464.3,6452.52,6455.23,2,48227
2018-06-18 23:15:00,6453.88,6462.99,6450.0,6460.1,2,48228
2018-06-18 23:20:00,6456.11,6462.98,6452.13,6461.39,2,48229
2018-06-18 23:25:00,6460.0,6666.0,6456.99,6652.91,3,48230
2018-06-18 23:30:00,6650.39,6687.87,6630.4,6630.42,0,48231
2018-06-18 23:35:00,6642.54,6653.67,6630.0,6651.84,0,48232
2018-06-18 23:40:00,6650.0,6685.48,6636.2,6671.2,0,48233
2018-06-18 23:45:00,6671.2,6672.0,6645.0,6645.01,0,48234
2018-06-18 23:50:00,6647.0,6661.65,6642.07,6645.17,0,48235
2018-06-18 23:55:00,6645.16,6652.0,6630.0,6644.95,0,48236
2018-06-19 00:00:00,6644.95,6659.78,6644.95,6653.0,0,48237
2018-06-19 00:05:00,6653.0,6681.48,6653.0,6665.66,0,48238
2018-06-19 00:10:00,6665.0,6794.38,6660.04,6786.02,0,48239
2018-06-19 00:15:00,6786.95,6794.13,6735.89,6754.87,0,48240
2018-06-19 00:20:00,6754.94,6754.99,6732.24,6745.13,0,48241
2018-06-19 00:25:00,6745.14,6778.98,6745.03,6753.2,0,48242
2018-06-19 00:30:00,6753.2,6761.67,6742.36,6754.54,0,48243
2018-06-19 00:35:00,6754.54,6758.0,6734.93,6745.7,0,48244
2018-06-19 00:40:00,6745.69,6745.7,6726.97,6726.99,0,48245
2018-06-19 00:45:00,6726.99,6737.71,6695.9,6709.0,0,48246
2018-06-19 00:50:00,6714.11,6740.55,6710.98,6733.01,0,48247
2018-06-19 00:55:00,6733.01,6738.14,6720.0,6728.0,0,48248
2018-06-19 01:00:00,6726.01,6750.0,6725.01,6738.11,0,48249
2018-06-19 01:05:00,6738.11,6748.47,6738.11,6744.08,0,48250
2018-06-19 01:10:00,6741.05,6748.21,6713.75,6723.0,0,48251
2018-06-19 01:15:00,6723.0,6725.99,6701.3,6720.0,0,48252
2018-06-19 01:20:00,6717.11,6730.48,6701.11,6725.29,0,48253
2018-06-19 01:25:00,6727.0,6749.98,6724.01,6749.98,0,48254
2018-06-19 01:30:00,6746.93,6749.98,6716.73,6722.5,0,48255
2018-06-19 01:35:00,6726.0,6726.76,6719.5,6725.0,0,48256
2018-06-19 01:40:00,6725.57,6726.13,6715.0,6717.81,0,48257
