date,open,high,low,close,label,source_idx
2022-01-27 03:25:00,36892.7,37280.96,36800.0,37188.75,0,426702
2022-01-27 03:30:00,37194.58,37282.06,36902.54,36936.81,0,426703
2022-01-27 03:35:00,36940.0,37064.02,36700.0,37006.69,0,426704
2022-01-27 03:40:00,37006.69,37187.34,36960.06,37070.71,0,426705
2022-01-27 03:45:00,37070.72,37149.05,36847.14,36962.42,0,426706
2022-01-27 03:50:00,36962.42,37098.71,36861.49,37072.17,0,426707
2022-01-27 03:55:00,37073.66,37114.74,36972.0,37015.05,0,426708
2022-01-27 04:00:00,37015.05,37152.0,36964.3,37118.31,0,426709
2022-01-27 04:05:00,37118.31,37181.85,36997.04,37060.57,0,426710
2022-01-27 04:10:00,37060.56,37121.86,37020.0,37028.97,0,426711
2022-01-27 04:15:00,37028.96,37062.45,36882.3,36915.95,0,426712
2022-01-27 04:20:00,36915.95,36915.95,36712.7,36736.79,0,426713
2022-01-27 04:25:00,36736.78,36914.03,36700.0,36872.09,0,426714
2022-01-27 04:30:00,36872.08,36899.64,36600.01,36612.61,0,426715
2022-01-27 04:35:00,36614.66,36695.21,36515.16,36546.53,0,426716
2022-01-27 04:40:00,36546.44,36672.04,36501.0,36519.45,0,426717
2022-01-27 04:45:00,36524.2,36564.2,36390.1,36411.41,0,426718
2022-01-27 04:50:00,36411.42,36495.97,36323.0,36351.94,0,426719
2022-01-27 04:55:00,36351.95,36498.76,36322.54,36323.08,0,426720
2022-01-27 05:00:00,36327.35,36466.07,36286.33,36416.01,0,426721
2022-01-27 05:05:00,36416.01,36433.67,36249.75,36321.51,0,426722
2022-01-27 05:10:00,36321.5,36385.0,36254.09,36315.54,1,426723
2022-01-27 05:15:00,36315.54,36429.91,36273.81,36407.92,2,426724
2022-01-27 05:20:00,36407.92,36425.01,36306.17,36349.73,2,426725
2022-01-27 05:25:00,36349.73,36390.12,36301.22,36332.93,2,426726
2022-01-27 05:30:00,36326.36,36516.97,36325.17,36428.78,2,426727
2022-01-27 05:35:00,36428.78,36583.8,36408.12,36573.28,3,426728
2022-01-27 05:40:00,36573.29,36573.29,36234.63,36460.03,1,426729
2022-01-27 05:45:00,36460.04,36541.82,36450.0,36514.38,2,426730
2022-01-27 05:50:00,36514.39,36536.31,36386.31,36495.8,2,426731
2022-01-27 05:55:00,36493.93,36526.48,36458.36,36509.4,2,426732
2022-01-27 06:00:00,36509.41,36608.89,36439.02,36520.3,2,426733
2022-01-27 06:05:00,36520.29,36596.69,36507.56,36594.82,2,426734
2022-01-27 06:10:00,36594.83,36799.9,36594.82,36693.74,2,426735
2022-01-27 06:15:00,36693.74,36704.05,36608.85,36682.71,2,426736
2022-01-27 06:20:00,36682.72,36814.38,36676.28,36798.0,2,426737
2022-01-27 06:25:00,36798.0,36818.84,36766.67,36811.58,2,426738
2022-01-27 06:30:00,36811.59,36871.19,36779.55,36814.5,2,426739
2022-01-27 06:35:00,36814.5,36883.05,36753.47,36755.43,2,426740
2022-01-27 06:40:00,36755.43,36832.93,36746.99,36811.4,2,426741
2022-01-27 06:45:00,36811.39,36886.68,36801.47,36815.29,2,426742
2022-01-27 06:50:00,36815.3,36826.2,36726.0,36768.65,2,426743
2022-01-27 06:55:00,36768.66,36846.39,36753.08,36809.34,2,426744
2022-01-27 07:00:00,36807.24,36847.76,36655.79,36845.49,2,426745
2022-01-27 07:05:00,36845.49,36953.54,36824.78,36919.55,2,426746
2022-01-27 07:10:00,36919.55,36950.48,36871.66,36921.3,2,426747
2022-01-27 07:15:00,36921.3,37013.76,36884.8,36976.16,2,426748
2022-01-27 07:20:00,36976.25,37015.0,36927.1,37014.99,2,426749
2022-01-27 07:25:00,37015.0,37076.51,36991.47,37016.22,2,426750
2022-01-27 07:30:00,37016.21,37059.72,36899.69,36942.36,2,426751
