split,group,tp_threshold,sample_count,hit_count,hit_rate,miss_count,miss_return_mean,close_h2_return_mean,two_sided_count,two_sided_rate
val,p1_exit_after_h1_no_selected_h2,0.0005,9755,4580,0.469502819067145,5175,-0.004161910426441327,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.001,9755,3668,0.3760123013839057,6087,-0.0036768388477821877,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.0015,9755,2778,0.2847770374167094,6977,-0.0032572003305304732,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.002,9755,2024,0.20748334187596104,7731,-0.0029087493897048348,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.0025000000000000005,9755,1421,0.14566888774987186,8334,-0.0026376039097997144,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.003,9755,1029,0.10548436699128652,8726,-0.002456859679116263,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.0034999999999999996,9755,723,0.07411583803177857,9032,-0.0023108619599166917,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.004,9755,521,0.05340850845720144,9234,-0.0022091138376775813,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.0045000000000000005,9755,371,0.0380317785750897,9384,-0.002130342077630293,-0.0018672056929591163,,
val,p1_exit_after_h1_no_selected_h2,0.005,9755,277,0.028395694515633008,9478,-0.002078631670025747,-0.0018672056929591163,,
val,p2_exit_after_h1_no_selected_no_h2,-0.002,9234,7775,0.8419969677279618,1459,-0.010787806352545554,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,-0.0015,9234,7465,0.8084253844487762,1769,-0.01002365626849483,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,-0.001,9234,7062,0.764782326185835,2172,-0.009125484057228636,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,-0.0005,9234,6629,0.717890405024908,2605,-0.008329850770507038,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0,9234,6142,0.6651505306476067,3092,-0.007601294452397222,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0005,9234,5587,0.6050465670348711,3647,-0.006900138168854323,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.001,9234,5056,0.5475416937405242,4178,-0.006298303677830629,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0015,9234,4511,0.48852068442711716,4723,-0.00579172323447054,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.002,9234,3953,0.42809183452458305,5281,-0.005323716193163073,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0025000000000000005,9234,3413,0.36961230236084036,5821,-0.0048902038453858265,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.003,9234,2923,0.3165475416937405,6311,-0.0045025866183455955,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0034999999999999996,9234,2498,0.2705219839722764,6736,-0.0041855736814164655,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.004,9234,2078,0.2250379034004765,7156,-0.0038753842923493296,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.0045000000000000005,9234,1736,0.18800086636343946,7498,-0.003635193199760143,-0.0022091138376775813,,
val,p2_exit_after_h1_no_selected_no_h2,0.005,9234,1445,0.15648689625297812,7789,-0.0034198392181630666,-0.0022091138376775813,,
val,p2_exit_after_h2_selected,-0.002,1190,1190,1.0,0,,0.0018233980556723577,,
val,p2_exit_after_h2_selected,-0.0015,1190,1189,0.9991596638655462,1,-0.0218071564266189,0.0018233980556723577,,
val,p2_exit_after_h2_selected,-0.001,1190,1188,0.9983193277310924,2,-0.01435837559988995,0.0018233980556723577,,
val,p2_exit_after_h2_selected,-0.0005,1190,1188,0.9983193277310924,2,-0.01435837559988995,0.0018233980556723577,,
val,p2_exit_after_h2_selected,0.0,1190,1187,0.9974789915966387,3,-0.011347691190095524,0.0018233980556723577,,
